entry_time,exit_time,side,pnl,size,id,signal_id,entry_price,exit_price,qty,entry_ts,exit_ts,status,exit_reason
2026-04-05T07:27:42+00:00,2026-04-05T07:54:42+00:00,BUY,-0.0763278806291812,0.0014966251103761018,1,,66817.0,66766.0,0.0014966251103761018,2026-04-05T07:27:42+00:00,2026-04-05T07:54:42+00:00,CLOSED,manual_flip
2026-04-05T07:54:42+00:00,2026-04-06T06:26:23+00:00,SELL,-3.3550010484378276,0.0014977683251954587,2,,66766.0,69006.0,0.0014977683251954587,2026-04-05T07:54:42+00:00,2026-04-06T06:26:23+00:00,CLOSED,manual_flip
2026-04-06T06:26:23+00:00,2026-04-06T06:26:29+00:00,BUY,0.0,0.0014491493493319421,3,,69006.0,69006.0,0.0014491493493319421,2026-04-06T06:26:23+00:00,2026-04-06T06:26:29+00:00,CLOSED,manual_flip
2026-04-06T06:26:29+00:00,2026-04-06T06:26:31+00:00,SELL,0.0,0.0014491493493319421,4,,69006.0,69006.0,0.0014491493493319421,2026-04-06T06:26:29+00:00,2026-04-06T06:26:31+00:00,CLOSED,manual_flip
2026-04-06T06:26:31+00:00,,BUY,,0.0014491493493319421,5,,69006.0,,0.0014491493493319421,2026-04-06T06:26:31+00:00,,OPEN,
